,Date,Close
150,2000-08-07,2182.5
151,2000-08-08,2175.5
152,2000-08-09,2180.5
153,2000-08-10,2177.0
154,2000-08-11,2182.5
155,2000-08-14,2184.0
156,2000-08-15,2187.35
157,2000-08-16,2188.05
158,2000-08-17,2184.75
159,2000-08-18,2186.5
160,2000-08-22,2192.0
161,2000-08-23,2203.75
162,2000-08-24,2205.5
163,2000-08-25,2206.55
164,2000-08-28,2202.5
165,2000-08-29,2207.48
166,2000-08-30,2212.0
167,2000-08-31,2217.03
168,2000-09-01,2216.0
169,2000-09-04,2218.5
170,2000-09-05,2214.0
171,2000-09-06,2211.5
172,2000-09-07,2204.0
173,2000-09-08,2201.5
174,2000-09-11,2206.0
175,2000-09-12,2209.05
176,2000-09-13,2207.0
177,2000-09-14,2211.5
178,2000-09-15,2212.5
179,2000-09-18,2211.5
180,2000-09-19,2211.5
181,2000-09-20,2223.5
182,2000-09-21,2233.5
183,2000-09-22,2228.5
184,2000-09-25,2226.25
185,2000-09-26,2225.5
186,2000-09-27,2215.5
187,2000-09-28,2211.25
188,2000-09-29,2211.0
189,2000-10-02,2209.0
190,2000-10-03,2184.5
191,2000-10-04,2187.0
192,2000-10-05,2188.0
193,2000-10-06,2186.2
194,2000-10-09,2184.5
195,2000-10-10,2176.05
196,2000-10-11,2173.7
197,2000-10-12,2184.5
198,2000-10-13,2185.25
199,2000-10-16,2185.25
200,2000-10-17,2172.75
201,2000-10-18,2159.0
202,2000-10-19,2152.75
203,2000-10-20,2162.5
204,2000-10-23,2152.5
205,2000-10-24,2161.5
206,2000-10-25,2165.0
207,2000-10-26,2155.0
208,2000-10-27,2162.0
209,2000-10-30,2156.75
210,2000-10-31,2137.0
211,2000-11-01,2137.0
212,2000-11-02,2135.5
213,2000-11-03,2133.0
214,2000-11-06,2133.0
215,2000-11-07,2131.0
216,2000-11-08,2121.0
217,2000-11-09,2123.5
218,2000-11-10,2126.0
219,2000-11-13,2126.0
220,2000-11-14,2125.5
221,2000-11-15,2127.25
222,2000-11-16,2122.0
223,2000-11-17,2124.0
224,2000-11-20,2123.25
225,2000-11-21,2129.0
226,2000-11-22,2140.0
227,2000-11-23,2137.6
228,2000-11-24,2148.0
229,2000-11-27,2164.0
230,2000-11-28,2173.0
231,2000-11-29,2174.0
232,2000-11-30,2165.0
233,2000-12-01,2176.0
234,2000-12-04,2185.5
235,2000-12-05,2175.1
236,2000-12-06,2176.0
237,2000-12-07,2177.0
238,2000-12-08,2177.0
239,2000-12-11,2178.0
240,2000-12-12,2189.0
241,2000-12-13,2186.0
242,2000-12-14,2181.0
243,2000-12-15,2176.75
244,2000-12-18,2186.5
245,2000-12-19,2189.0
246,2000-12-20,2185.75
247,2000-12-21,2191.5
248,2000-12-22,2195.0
249,2000-12-25,2194.0
250,2000-12-26,2202.0
251,2000-12-27,2230.0
252,2000-12-28,2236.0
253,2000-12-29,2236.0
254,2001-01-02,2214.5
255,2001-01-03,2228.5
256,2001-01-04,2248.0
257,2001-01-05,2243.0
258,2001-01-08,2246.0
259,2001-01-09,2230.5
260,2001-01-10,2236.0
261,2001-01-11,2252.0
262,2001-01-12,2252.5
263,2001-01-15,2252.0
264,2001-01-16,2240.25
265,2001-01-17,2242.0
266,2001-01-18,2252.5
267,2001-01-19,2239.5
268,2001-01-22,2244.5
269,2001-01-23,2260.0
270,2001-01-24,2255.0
271,2001-01-25,2249.25
272,2001-01-26,2240.0
273,2001-01-29,2243.0
274,2001-01-30,2241.0
275,2001-01-31,2241.75
276,2001-02-01,2242.5
277,2001-02-02,2241.25
278,2001-02-05,2237.0
279,2001-02-06,2238.75
280,2001-02-07,2244.75
281,2001-02-08,2242.5
282,2001-02-09,2235.0
283,2001-02-12,2234.75
284,2001-02-13,2235.5
285,2001-02-14,2242.5
286,2001-02-15,2241.0
287,2001-02-16,2242.0
288,2001-02-19,2249.0
289,2001-02-20,2253.0
290,2001-02-21,2251.75
291,2001-02-22,2256.0
292,2001-02-23,2256.5
293,2001-02-26,2258.0
294,2001-02-27,2259.5
295,2001-02-28,2263.5
296,2001-03-01,2266.0
297,2001-03-02,2257.75
298,2001-03-05,2260.0
299,2001-03-06,2262.0
300,2001-03-07,2263.5
301,2001-03-08,2262.5
302,2001-03-09,2268.5
303,2001-03-12,2278.75
304,2001-03-13,2280.0
305,2001-03-14,2281.0
306,2001-03-15,2286.0
307,2001-03-16,2283.5
308,2001-03-19,2283.7
309,2001-03-20,2280.0
310,2001-03-21,2290.0
311,2001-03-22,2294.75
312,2001-03-23,2297.75
313,2001-03-26,2294.25
314,2001-03-27,2303.43
315,2001-03-28,2308.5
316,2001-03-29,2310.75
317,2001-03-30,2310.5
318,2001-04-02,2306.0
319,2001-04-03,2315.65
320,2001-04-04,2319.5
321,2001-04-05,2317.0
322,2001-04-06,2311.0
323,2001-04-09,2308.5
324,2001-04-10,2314.0
325,2001-04-11,2315.0
326,2001-04-12,2315.0
327,2001-04-13,2315.0
328,2001-04-16,2325.25
329,2001-04-17,2313.75
330,2001-04-18,2323.0
331,2001-04-19,2330.0
332,2001-04-20,2330.0
333,2001-04-23,2339.5
334,2001-04-24,2339.75
335,2001-04-25,2344.5
336,2001-04-26,2352.75
337,2001-04-27,2342.5
338,2001-04-30,2343.0
339,2001-05-01,2343.0
340,2001-05-02,2347.75
341,2001-05-03,2352.0
342,2001-05-04,2357.5
343,2001-05-07,2361.5
344,2001-05-08,2359.8
345,2001-05-09,2358.25
346,2001-05-10,2365.07
347,2001-05-11,2368.0
348,2001-05-14,2377.0
349,2001-05-15,2378.5
350,2001-05-16,2382.25
351,2001-05-17,2368.0
352,2001-05-18,2325.75
353,2001-05-21,2330.25
354,2001-05-22,2310.75
355,2001-05-23,2297.5
356,2001-05-24,2318.5
357,2001-05-25,2341.5
358,2001-05-28,2340.5
359,2001-05-29,2328.0
360,2001-05-30,2324.5
361,2001-05-31,2321.5
362,2001-06-01,2308.5
363,2001-06-04,2296.75
364,2001-06-05,2302.5
365,2001-06-06,2310.5
366,2001-06-07,2300.1
367,2001-06-08,2305.0
368,2001-06-11,2316.05
369,2001-06-12,2304.05
370,2001-06-13,2304.5
371,2001-06-14,2296.5
372,2001-06-15,2307.55
373,2001-06-18,2308.0
374,2001-06-19,2301.5
375,2001-06-20,2300.5
376,2001-06-21,2299.0
377,2001-06-22,2297.5
378,2001-06-25,2297.45
379,2001-06-26,2305.75
380,2001-06-27,2308.5
381,2001-06-28,2303.0
382,2001-06-29,2299.0
383,2001-07-02,2302.0
384,2001-07-03,2304.5
385,2001-07-04,2305.5
386,2001-07-05,2305.0
387,2001-07-06,2306.2
388,2001-07-09,2307.0
389,2001-07-10,2309.75
390,2001-07-11,2321.0
391,2001-07-12,2329.5
392,2001-07-13,2306.5
393,2001-07-16,2302.05
394,2001-07-17,2301.0
395,2001-07-18,2301.5
396,2001-07-19,2304.05
397,2001-07-20,2304.5
398,2001-07-23,2300.85
399,2001-07-24,2303.0
400,2001-07-25,2300.4
401,2001-07-26,2306.5
402,2001-07-27,2304.0
403,2001-07-30,2294.5
404,2001-07-31,2290.5
405,2001-08-01,2300.5
406,2001-08-02,2299.0
407,2001-08-03,2295.0
408,2001-08-06,2292.5
409,2001-08-07,2290.5
410,2001-08-08,2292.5
411,2001-08-09,2291.75
412,2001-08-10,2286.86
413,2001-08-13,2282.75
414,2001-08-14,2289.55
415,2001-08-15,2291.25
416,2001-08-16,2283.5
417,2001-08-17,2284.55
418,2001-08-20,2286.0
419,2001-08-21,2283.5
420,2001-08-22,2278.5
421,2001-08-23,2274.5
422,2001-08-24,2283.25
423,2001-08-27,2286.7
424,2001-08-28,2298.78
425,2001-08-29,2302.5
426,2001-08-30,2297.5
427,2001-08-31,2301.75
428,2001-09-03,2306.55
429,2001-09-04,2306.75
430,2001-09-05,2315.65
431,2001-09-06,2320.5
432,2001-09-07,2320.0
433,2001-09-10,2326.0
434,2001-09-11,2344.5
435,2001-09-12,2340.05
436,2001-09-13,2336.5
437,2001-09-14,2344.5
438,2001-09-17,2341.0
439,2001-09-18,2339.6
440,2001-09-19,2345.5
441,2001-09-20,2341.5
442,2001-09-21,2340.5
443,2001-09-24,2326.25
444,2001-09-25,2328.5
445,2001-09-26,2328.0
446,2001-09-27,2330.05
447,2001-09-28,2334.0
448,2001-10-01,2335.05
449,2001-10-02,2336.52
450,2001-10-03,2337.0
451,2001-10-04,2335.0
452,2001-10-05,2326.0
453,2001-10-08,2333.4
454,2001-10-09,2329.05
455,2001-10-10,2317.0
456,2001-10-11,2309.5
457,2001-10-12,2313.4
458,2001-10-15,2313.5
459,2001-10-16,2296.0
460,2001-10-17,2302.0
461,2001-10-18,2317.85
462,2001-10-19,2317.0
463,2001-10-22,2313.5
464,2001-10-23,2319.8
465,2001-10-24,2319.75
466,2001-10-25,2317.0
467,2001-10-26,2314.75
468,2001-10-29,2310.25
469,2001-10-30,2306.0
470,2001-10-31,2308.5
471,2001-11-01,2310.75
472,2001-11-02,2311.12
473,2001-11-05,2310.6
474,2001-11-06,2309.0
475,2001-11-07,2307.5
476,2001-11-08,2303.0
477,2001-11-09,2302.25
478,2001-11-12,2303.55
479,2001-11-13,2297.05
480,2001-11-14,2309.0
481,2001-11-15,2316.0
482,2001-11-16,2304.0
483,2001-11-19,2312.25
484,2001-11-20,2321.6
485,2001-11-21,2316.0
486,2001-11-22,2318.0
487,2001-11-23,2314.75
488,2001-11-26,2312.5
489,2001-11-27,2312.5
490,2001-11-28,2308.05
491,2001-11-29,2307.5
492,2001-11-30,2298.5
493,2001-12-03,2310.5
494,2001-12-04,2316.5
495,2001-12-05,2314.0
496,2001-12-06,2312.25
497,2001-12-07,2310.0
498,2001-12-10,2306.05
499,2001-12-11,2311.5
500,2001-12-12,2308.25
501,2001-12-13,2317.35
502,2001-12-14,2313.0
503,2001-12-17,2304.0
504,2001-12-18,2306.25
505,2001-12-19,2308.25
506,2001-12-20,2304.05
507,2001-12-21,2298.2
508,2001-12-24,2294.5
509,2001-12-25,2294.5
510,2001-12-26,2304.5
511,2001-12-27,2292.5
512,2001-12-28,2279.1
513,2001-12-31,2277.5
514,2002-01-02,2284.5
515,2002-01-03,2296.5
516,2002-01-04,2302.25
517,2002-01-07,2300.0
518,2002-01-08,2311.05
519,2002-01-09,2317.0
520,2002-01-10,2307.0
521,2002-01-11,2296.5
522,2002-01-14,2293.0
523,2002-01-15,2276.05
524,2002-01-16,2274.5
525,2002-01-17,2274.5
526,2002-01-18,2267.5
527,2002-01-21,2255.5
528,2002-01-22,2247.0
529,2002-01-23,2229.0
530,2002-01-24,2249.75
531,2002-01-25,2253.5
532,2002-01-28,2264.5
533,2002-01-29,2258.5
534,2002-01-30,2271.1
535,2002-01-31,2268.0
536,2002-02-01,2270.5
537,2002-02-04,2265.0
538,2002-02-05,2259.0
539,2002-02-06,2257.75
540,2002-02-07,2267.5
541,2002-02-08,2281.5
542,2002-02-11,2294.5
543,2002-02-12,2296.5
544,2002-02-13,2316.5
545,2002-02-14,2307.5
546,2002-02-15,2287.5
547,2002-02-18,2286.5
548,2002-02-19,2284.5
549,2002-02-20,2291.5
550,2002-02-21,2311.75
551,2002-02-22,2313.4
552,2002-02-25,2313.5
553,2002-02-26,2315.5
554,2002-02-27,2311.0
555,2002-02-28,2304.0
556,2002-03-01,2302.0
557,2002-03-04,2294.75
558,2002-03-05,2294.25
559,2002-03-06,2293.75
560,2002-03-07,2283.0
561,2002-03-08,2280.0
562,2002-03-11,2270.25
563,2002-03-12,2274.25
564,2002-03-13,2266.3
565,2002-03-14,2272.55
566,2002-03-15,2286.75
567,2002-03-18,2277.7
568,2002-03-19,2275.9
569,2002-03-20,2285.3
570,2002-03-21,2281.75
571,2002-03-22,2268.5
572,2002-03-25,2272.5
573,2002-03-26,2257.1
574,2002-03-27,2270.0
575,2002-03-28,2273.0
576,2002-03-29,2273.0
577,2002-04-01,2259.1
578,2002-04-02,2259.95
579,2002-04-03,2269.75
580,2002-04-04,2269.25
581,2002-04-05,2261.5
582,2002-04-08,2251.0
583,2002-04-09,2255.8
584,2002-04-10,2260.6
585,2002-04-11,2266.05
586,2002-04-12,2266.95
587,2002-04-15,2265.95
588,2002-04-16,2263.4
589,2002-04-17,2256.8
590,2002-04-18,2262.65
591,2002-04-19,2261.5
592,2002-04-22,2263.5
593,2002-04-23,2265.05
594,2002-04-24,2268.0
595,2002-04-25,2268.6
596,2002-04-26,2273.75
597,2002-04-29,2275.05
598,2002-04-30,2279.55
599,2002-05-01,2278.5
600,2002-05-02,2282.0
601,2002-05-03,2292.0
602,2002-05-06,2287.25
603,2002-05-07,2287.75
604,2002-05-08,2288.4
605,2002-05-09,2292.5
606,2002-05-10,2291.6
607,2002-05-13,2291.0
608,2002-05-14,2296.0
609,2002-05-15,2307.85
610,2002-05-16,2322.0
611,2002-05-17,2346.65
612,2002-05-20,2360.55
613,2002-05-21,2361.75
614,2002-05-22,2341.5
615,2002-05-23,2344.0
616,2002-05-24,2316.55
617,2002-05-27,2309.2
618,2002-05-28,2318.1
619,2002-05-29,2322.25
620,2002-05-30,2324.05
621,2002-05-31,2318.05
622,2002-06-03,2320.0
623,2002-06-04,2328.5
624,2002-06-05,2334.5
625,2002-06-06,2335.0
626,2002-06-07,2341.7
627,2002-06-10,2339.0
628,2002-06-11,2344.1
629,2002-06-12,2354.75
630,2002-06-13,2362.05
631,2002-06-14,2376.95
632,2002-06-17,2378.5
633,2002-06-18,2389.05
634,2002-06-19,2399.3
635,2002-06-20,2379.0
636,2002-06-21,2382.5
637,2002-06-24,2384.5
638,2002-06-25,2388.5
639,2002-06-26,2396.5
640,2002-06-27,2400.55
641,2002-06-28,2402.5
642,2002-07-01,2402.5
643,2002-07-02,2416.95
644,2002-07-03,2428.25
645,2002-07-04,2432.5
646,2002-07-05,2444.0
647,2002-07-08,2463.2
648,2002-07-09,2470.0
649,2002-07-10,2496.5
650,2002-07-11,2509.5
651,2002-07-12,2508.25
652,2002-07-15,2503.0
653,2002-07-16,2516.75
654,2002-07-17,2531.55
655,2002-07-18,2533.0
656,2002-07-19,2521.0
657,2002-07-22,2518.05
658,2002-07-23,2564.0
659,2002-07-24,2569.0
660,2002-07-25,2591.25
661,2002-07-26,2599.5
662,2002-07-29,2610.55
663,2002-07-30,2640.5
664,2002-07-31,2634.0
665,2002-08-01,2641.5
666,2002-08-02,2643.5
667,2002-08-05,2668.0
668,2002-08-06,2668.8
669,2002-08-07,2672.5
670,2002-08-08,2609.05
671,2002-08-09,2555.0
672,2002-08-12,2642.35
673,2002-08-13,2651.5
674,2002-08-14,2650.5
675,2002-08-15,2655.75
676,2002-08-16,2639.0
677,2002-08-19,2643.95
678,2002-08-20,2622.0
679,2002-08-21,2651.0
680,2002-08-22,2648.2
681,2002-08-23,2643.0
682,2002-08-26,2676.03
683,2002-08-27,2678.5
684,2002-08-28,2703.0
685,2002-08-29,2716.05
686,2002-08-30,2700.0
687,2002-09-02,2674.25
688,2002-09-03,2683.5
689,2002-09-04,2696.5
690,2002-09-05,2715.5
691,2002-09-06,2706.55
692,2002-09-09,2705.8
693,2002-09-10,2715.5
694,2002-09-11,2720.25
695,2002-09-12,2738.5
696,2002-09-13,2743.0
697,2002-09-16,2774.0
698,2002-09-17,2770.0
699,2002-09-18,2784.75
700,2002-09-19,2806.75
701,2002-09-20,2782.5
702,2002-09-23,2799.5
703,2002-09-24,2809.75
704,2002-09-25,2813.25
705,2002-09-26,2832.0
706,2002-09-27,2833.5
707,2002-09-30,2885.0
708,2002-10-01,2883.0
709,2002-10-02,2884.1
710,2002-10-03,2874.1
711,2002-10-04,2859.4
712,2002-10-07,2862.65
713,2002-10-08,2843.95
714,2002-10-09,2866.65
715,2002-10-10,2871.7
716,2002-10-11,2855.0
717,2002-10-14,2872.1
718,2002-10-15,2854.3
719,2002-10-16,2860.0
720,2002-10-17,2850.25
721,2002-10-18,2810.0
722,2002-10-21,2773.75
723,2002-10-22,2743.3
724,2002-10-23,2745.9
725,2002-10-24,2752.5
726,2002-10-25,2761.5
727,2002-10-28,2786.05
728,2002-10-29,2777.0
729,2002-10-30,2781.2
730,2002-10-31,2783.95
731,2002-11-01,2781.2
732,2002-11-04,2781.0
733,2002-11-05,2769.2
734,2002-11-06,2744.2
735,2002-11-07,2748.75
736,2002-11-08,2741.5
737,2002-11-11,2739.0
738,2002-11-12,2711.9
739,2002-11-13,2727.25
740,2002-11-14,2713.25
741,2002-11-15,2684.55
742,2002-11-18,2685.5
743,2002-11-19,2678.2
744,2002-11-20,2667.4
745,2002-11-21,2674.2
746,2002-11-22,2721.0
747,2002-11-25,2738.2
748,2002-11-26,2740.5
749,2002-11-27,2767.95
750,2002-11-28,2792.45
751,2002-11-29,2804.95
752,2002-12-02,2821.7
753,2002-12-03,2810.75
754,2002-12-04,2799.95
755,2002-12-05,2782.5
756,2002-12-06,2799.95
757,2002-12-09,2812.5
758,2002-12-10,2821.6
759,2002-12-11,2783.0
760,2002-12-12,2804.0
761,2002-12-13,2816.0
762,2002-12-16,2795.95
763,2002-12-17,2813.95
764,2002-12-18,2825.25
765,2002-12-19,2807.7
766,2002-12-20,2820.0
767,2002-12-23,2831.5
768,2002-12-24,2827.45
769,2002-12-25,2827.45
770,2002-12-26,2864.95
771,2002-12-27,2862.25
772,2002-12-30,2866.95
773,2002-12-31,2866.95
774,2003-01-01,2866.95
775,2003-01-02,2837.5
776,2003-01-03,2851.05
777,2003-01-06,2850.55
778,2003-01-07,2908.25
779,2003-01-08,2892.55
780,2003-01-09,2902.05
781,2003-01-10,2909.5
782,2003-01-13,2904.0
783,2003-01-14,2907.0
784,2003-01-15,2919.45
785,2003-01-16,2935.0
786,2003-01-17,2913.05
787,2003-01-20,2932.7
788,2003-01-21,2934.45
789,2003-01-22,2927.95
790,2003-01-23,2923.0
791,2003-01-24,2933.95
792,2003-01-27,2977.05
793,2003-01-28,2963.05
794,2003-01-29,2939.0
795,2003-01-30,2938.7
796,2003-01-31,2947.5
797,2003-02-03,2962.75
798,2003-02-04,2960.0
799,2003-02-05,2964.5
800,2003-02-06,2957.0
801,2003-02-07,2962.2
802,2003-02-10,2969.25
803,2003-02-11,2959.35
804,2003-02-12,2962.75
805,2003-02-13,2962.5
806,2003-02-14,2930.2
807,2003-02-17,2921.75
808,2003-02-18,2941.05
809,2003-02-19,2935.65
810,2003-02-20,2937.75
811,2003-02-21,2943.9
812,2003-02-24,2950.95
813,2003-02-25,2947.25
814,2003-02-26,2953.4
815,2003-02-27,2955.45
816,2003-02-28,2962.55
817,2003-03-03,2962.85
818,2003-03-04,2959.0
819,2003-03-05,2960.45
820,2003-03-06,2959.5
821,2003-03-07,2960.57
822,2003-03-10,2963.05
823,2003-03-11,2962.8
824,2003-03-12,2959.7
825,2003-03-13,2957.9
826,2003-03-14,2958.25
827,2003-03-17,2954.65
828,2003-03-18,2956.78
829,2003-03-19,2954.9
830,2003-03-20,2955.25
831,2003-03-21,2957.85
832,2003-03-24,2961.0
833,2003-03-25,2961.6
834,2003-03-26,2959.2
835,2003-03-27,2957.85
836,2003-03-28,2958.0
837,2003-03-31,2958.75
838,2003-04-01,2958.3
839,2003-04-02,2953.4
840,2003-04-03,2945.9
841,2003-04-04,2942.9
842,2003-04-07,2941.52
843,2003-04-08,2934.03
844,2003-04-09,2915.75
845,2003-04-10,2914.45
846,2003-04-11,2931.75
847,2003-04-14,2923.65
848,2003-04-15,2917.25
849,2003-04-16,2919.0
850,2003-04-17,2919.0
851,2003-04-18,2919.0
852,2003-04-21,2919.4
853,2003-04-22,2916.35
854,2003-04-23,2911.05
855,2003-04-24,2911.5
856,2003-04-25,2911.25
857,2003-04-28,2884.0
858,2003-04-29,2874.0
859,2003-04-30,2870.5
860,2003-05-01,2870.5
861,2003-05-02,2863.0
862,2003-05-05,2858.75
863,2003-05-06,2863.5
864,2003-05-07,2859.75
865,2003-05-08,2847.0
866,2003-05-09,2842.0
867,2003-05-12,2826.0
868,2003-05-13,2797.25
869,2003-05-14,2842.0
870,2003-05-15,2809.9
871,2003-05-16,2854.4
872,2003-05-19,2884.5
873,2003-05-20,2910.0
874,2003-05-21,2914.5
875,2003-05-22,2889.5
876,2003-05-23,2852.5
877,2003-05-26,2856.75
878,2003-05-27,2867.5
879,2003-05-28,2854.8
880,2003-05-29,2860.5
881,2003-05-30,2847.5
882,2003-06-02,2846.0
883,2003-06-03,2851.75
884,2003-06-04,2843.5
885,2003-06-05,2832.05
886,2003-06-06,2817.05
887,2003-06-09,2814.05
888,2003-06-10,2822.5
889,2003-06-11,2834.5
890,2003-06-12,2822.5
891,2003-06-13,2817.35
892,2003-06-16,2829.0
893,2003-06-17,2831.5
894,2003-06-18,2828.5
895,2003-06-19,2825.25
896,2003-06-20,2820.0
897,2003-06-23,2817.0
898,2003-06-24,2807.25
899,2003-06-25,2807.25
900,2003-06-26,2812.55
901,2003-06-27,2817.5
902,2003-06-30,2817.0
903,2003-07-01,2814.75
904,2003-07-02,2816.15
905,2003-07-03,2818.25
906,2003-07-04,2817.3
907,2003-07-07,2834.5
908,2003-07-08,2853.75
909,2003-07-09,2849.75
910,2003-07-10,2857.95
911,2003-07-11,2862.0
912,2003-07-14,2860.5
913,2003-07-15,2886.85
914,2003-07-16,2895.0
915,2003-07-17,2879.9
916,2003-07-18,2883.0
917,2003-07-21,2877.0
918,2003-07-22,2884.1
919,2003-07-23,2884.0
920,2003-07-24,2892.6
921,2003-07-25,2893.1
922,2003-07-28,2872.0
923,2003-07-29,2881.0
924,2003-07-30,2878.1
925,2003-07-31,2884.0
926,2003-08-01,2893.95
927,2003-08-04,2905.5
928,2003-08-05,2894.6
929,2003-08-06,2876.55
930,2003-08-07,2876.0
931,2003-08-08,2876.05
932,2003-08-11,2866.55
933,2003-08-12,2869.97
934,2003-08-13,2870.9
935,2003-08-14,2860.5
936,2003-08-15,2865.75
937,2003-08-18,2861.5
938,2003-08-19,2863.95
939,2003-08-20,2853.05
940,2003-08-21,2847.05
941,2003-08-22,2842.05
942,2003-08-25,2851.27
943,2003-08-26,2853.55
944,2003-08-27,2846.75
945,2003-08-28,2848.0
946,2003-08-29,2828.35
947,2003-09-01,2831.5
948,2003-09-02,2836.03
949,2003-09-03,2824.55
950,2003-09-04,2817.3
951,2003-09-05,2828.2
952,2003-09-08,2814.5
953,2003-09-09,2828.0
954,2003-09-10,2829.5
955,2003-09-11,2828.2
956,2003-09-12,2825.5
957,2003-09-15,2825.65
958,2003-09-16,2824.03
959,2003-09-17,2825.0
960,2003-09-18,2843.4
961,2003-09-19,2852.0
962,2003-09-22,2868.95
963,2003-09-23,2866.82
964,2003-09-24,2873.85
965,2003-09-25,2872.5
966,2003-09-26,2887.5
967,2003-09-29,2883.75
968,2003-09-30,2899.75
969,2003-10-01,2907.1
970,2003-10-02,2901.5
971,2003-10-03,2882.0
972,2003-10-06,2865.18
973,2003-10-07,2885.47
974,2003-10-08,2887.85
975,2003-10-09,2867.25
976,2003-10-10,2865.9
977,2003-10-13,2865.0
978,2003-10-14,2878.25
979,2003-10-15,2874.05
980,2003-10-16,2863.97
981,2003-10-17,2860.9
982,2003-10-20,2867.47
983,2003-10-21,2862.4
984,2003-10-22,2877.0
985,2003-10-23,2857.6
986,2003-10-24,2861.45
987,2003-10-27,2885.3
988,2003-10-28,2877.1
989,2003-10-29,2880.0
990,2003-10-30,2886.5
991,2003-10-31,2876.1
992,2003-11-03,2876.1
993,2003-11-04,2864.5
994,2003-11-05,2858.55
995,2003-11-06,2850.22
996,2003-11-07,2843.05
997,2003-11-10,2837.95
998,2003-11-11,2839.85
